import_id,entity_id,entity_name,import_date,cn_code,goods_description,goods_category,country_of_origin,supplier_id,supplier_name,installation_id,production_route,quantity_tonnes,value_eur,emission_intensity_tco2e_per_t,total_emissions_tco2e,calculation_method,carbon_price_paid_eur_per_t,customs_declaration_ref,bill_of_lading_ref
IMP-2026-0247,NORD-STAHL-001,NordStahl Handel GmbH,2026-02-13,7209,Cold-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,190.0,180500.00,2.4,456.0,actual,0.00,CUS-DE-2026-000180,BL-HAM-2026-0180
IMP-2026-0315,ALPINE-METAL-001,AlpineMetal AG,2026-02-15,2523 29 00,Other Portland cement,cement,TR,SUPP-TR-002,Cimsa Cimento,INST-TR-003-CK,clinker_kiln,450.0,63000.00,0.86,387.0,actual,0.00,CUS-AT-2026-000085,BL-VIE-2026-0085
IMP-2026-0463,EURO-GROUP-001,EuroSteel Group GmbH,2026-02-16,7207,Semi-finished products steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,530.0,344500.00,1.81,959.3,actual,0.00,CUS-DE-2026-000344,BL-HAM-2026-0344
IMP-2026-0478,EURO-GROUP-001,EuroSteel Group GmbH,2026-02-17,7209,Cold-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,340.0,306000.00,2.12,720.8,actual,0.00,CUS-DE-2026-000355,BL-HAM-2026-0355
IMP-2026-0496,EURO-GROUP-001,EuroSteel Group GmbH,2026-02-17,7210,Coated flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,310.0,279000.00,2.11,654.1,actual,0.00,CUS-DE-2026-000369,BL-HAM-2026-0369
IMP-2026-0242,NORD-STAHL-001,NordStahl Handel GmbH,2026-02-19,7209,Cold-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,250.0,237500.00,2.33,582.5,actual,0.00,CUS-DE-2026-000175,BL-HAM-2026-0175
IMP-2026-0473,ALPINE-METAL-001,AlpineMetal AG,2026-02-19,7616 99 90,Other articles of aluminium,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,70.0,140000.00,13.54,947.8,actual,8.50,CUS-AT-2026-000123,BL-VIE-2026-0123
IMP-2026-0282,EURO-GROUP-001,EuroSteel Group GmbH,2026-02-20,7208,Hot-rolled flat steel >=600mm,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,310.0,217000.00,0.62,192.2,actual,0.00,CUS-DE-2026-000208,BL-HAM-2026-0208
IMP-2026-0465,EURO-GROUP-001,EuroSteel Group GmbH,2026-02-21,7209,Cold-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,360.0,324000.00,2.12,763.2,actual,0.00,CUS-DE-2026-000346,BL-HAM-2026-0346
IMP-2026-0421,ALPINE-METAL-001,AlpineMetal AG,2026-02-22,2523 10 00,Cement clinkers,cement,TR,SUPP-TR-002,Cimsa Cimento,INST-TR-003-CK,clinker_kiln,410.0,49200.00,0.89,364.9,actual,0.00,CUS-AT-2026-000113,BL-VIE-2026-0113
IMP-2026-0425,NORD-STAHL-001,NordStahl Handel GmbH,2026-02-22,7214,Bars and rods forged,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,360.0,259200.00,0.53,190.8,actual,0.00,CUS-DE-2026-000314,BL-HAM-2026-0314
IMP-2026-0339,ALPINE-METAL-001,AlpineMetal AG,2026-02-23,7606,Aluminium plates sheets strip >0.2mm,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,100.0,220000.00,13.46,1346.0,actual,8.50,CUS-AT-2026-000090,BL-VIE-2026-0090
IMP-2026-0427,NORD-STAHL-001,NordStahl Handel GmbH,2026-02-24,7209,Cold-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,190.0,180500.00,2.44,463.6,actual,0.00,CUS-DE-2026-000316,BL-HAM-2026-0316
IMP-2026-0445,NORD-STAHL-001,NordStahl Handel GmbH,2026-02-24,7213,Hot-rolled bars and rods,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,410.0,287000.00,0.51,209.1,actual,0.00,CUS-DE-2026-000328,BL-HAM-2026-0328
IMP-2026-0265,EURO-GROUP-001,EuroSteel Group GmbH,2026-02-25,7207,Semi-finished products steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,560.0,364000.00,1.78,996.8,actual,0.00,CUS-DE-2026-000193,BL-HAM-2026-0193
IMP-2026-0492,NORD-STAHL-001,NordStahl Handel GmbH,2026-02-25,7208,Hot-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,310.0,241800.00,2.35,728.5,actual,0.00,CUS-DE-2026-000365,BL-HAM-2026-0365
IMP-2026-0468,ALPINE-METAL-001,AlpineMetal AG,2026-02-26,2523 10 00,Cement clinkers,cement,TR,SUPP-TR-002,Cimsa Cimento,INST-TR-003-CK,clinker_kiln,620.0,74400.00,0.87,539.4,country_default,0.00,CUS-AT-2026-000122,BL-VIE-2026-0122
IMP-2026-0389,ALPINE-METAL-001,AlpineMetal AG,2026-02-28,7616 99 90,Other articles of aluminium,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,80.0,160000.00,12.48,998.4,actual,8.50,CUS-AT-2026-000103,BL-VIE-2026-0103
IMP-2026-0433,EURO-GROUP-001,EuroSteel Group GmbH,2026-02-28,7306,Other tubes pipes and hollow profiles,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,180.0,216000.00,2.39,430.2,actual,8.50,CUS-DE-2026-000320,BL-HAM-2026-0320
IMP-2026-0363,EURO-GROUP-001,EuroSteel Group GmbH,2026-03-01,7208,Hot-rolled flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,330.0,264000.00,2.19,722.7,actual,8.50,CUS-DE-2026-000267,BL-HAM-2026-0267
IMP-2026-0469,EURO-GROUP-001,EuroSteel Group GmbH,2026-03-02,7211,Flat rolled iron <600mm uncoated,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,240.0,187200.00,0.58,139.2,actual,0.00,CUS-DE-2026-000349,BL-HAM-2026-0349
IMP-2026-0499,NORD-STAHL-001,NordStahl Handel GmbH,2026-03-02,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,370.0,277500.00,1.92,710.4,actual,0.00,CUS-DE-2026-000372,BL-HAM-2026-0372
IMP-2026-0397,NORD-STAHL-001,NordStahl Handel GmbH,2026-03-03,7214,Bars and rods forged,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,310.0,223200.00,0.54,167.4,country_default,0.00,CUS-DE-2026-000294,BL-HAM-2026-0294
IMP-2026-0358,NORD-STAHL-001,NordStahl Handel GmbH,2026-03-05,7213,Hot-rolled bars and rods,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,460.0,322000.00,0.54,248.4,actual,0.00,CUS-DE-2026-000265,BL-HAM-2026-0265
IMP-2026-0447,EURO-GROUP-001,EuroSteel Group GmbH,2026-03-06,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,540.0,405000.00,1.86,1004.4,actual,0.00,CUS-DE-2026-000330,BL-HAM-2026-0330
IMP-2026-0255,EURO-GROUP-001,EuroSteel Group GmbH,2026-03-08,7209,Cold-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,330.0,297000.00,2.06,679.8,eu_default,0.00,CUS-DE-2026-000186,BL-HAM-2026-0186
IMP-2026-0398,EURO-GROUP-001,EuroSteel Group GmbH,2026-03-08,7304,Seamless tubes and pipes,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,180.0,234000.00,2.05,369.0,actual,0.00,CUS-DE-2026-000295,BL-HAM-2026-0295
IMP-2026-0266,EURO-GROUP-001,EuroSteel Group GmbH,2026-03-09,7225,Other alloy steel flat >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,230.0,253000.00,2.22,510.6,actual,0.00,CUS-DE-2026-000194,BL-HAM-2026-0194
IMP-2026-0470,NORD-STAHL-001,NordStahl Handel GmbH,2026-03-12,7228,Other bars and rods of alloy steel,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-002-EAF,eaf,140.0,126000.00,0.64,89.6,actual,8.50,CUS-DE-2026-000350,BL-HAM-2026-0350
IMP-2026-0382,EURO-GROUP-001,EuroSteel Group GmbH,2026-03-13,7225,Other alloy steel flat >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,180.0,198000.00,2.22,399.6,eu_default,0.00,CUS-DE-2026-000283,BL-HAM-2026-0283
IMP-2026-0335,NORD-STAHL-001,NordStahl Handel GmbH,2026-03-16,7216,Angles shapes and sections,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,300.0,210000.00,2.52,756.0,actual,0.00,CUS-DE-2026-000248,BL-HAM-2026-0248
IMP-2026-0437,NORD-STAHL-001,NordStahl Handel GmbH,2026-03-18,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,310.0,232500.00,2.04,632.4,actual,0.00,CUS-DE-2026-000323,BL-HAM-2026-0323
IMP-2026-0372,NORD-STAHL-001,NordStahl Handel GmbH,2026-03-19,7216,Angles shapes and sections,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,240.0,172800.00,0.57,136.8,actual,0.00,CUS-DE-2026-000275,BL-HAM-2026-0275
IMP-2026-0444,EURO-GROUP-001,EuroSteel Group GmbH,2026-03-19,7208,Hot-rolled flat steel >=600mm,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,430.0,301000.00,0.57,245.1,country_default,0.00,CUS-DE-2026-000327,BL-HAM-2026-0327
IMP-2026-0474,ALPINE-METAL-001,AlpineMetal AG,2026-03-20,2523 29 00,Other Portland cement,cement,IN,SUPP-IN-001,Rajasthan Cement Ltd,INST-IN-001-CK,clinker_kiln,650.0,97500.00,0.91,591.5,actual,0.00,CUS-AT-2026-000124,BL-VIE-2026-0124
IMP-2026-0475,EURO-GROUP-001,EuroSteel Group GmbH,2026-03-22,7210,Coated flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,340.0,306000.00,2.14,727.6,country_default,0.00,CUS-DE-2026-000353,BL-HAM-2026-0353
IMP-2026-0324,EURO-GROUP-001,EuroSteel Group GmbH,2026-03-23,7306,Other tubes pipes and hollow profiles,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,130.0,156000.00,2.28,296.4,actual,8.50,CUS-DE-2026-000239,BL-HAM-2026-0239
IMP-2026-0480,ALPINE-METAL-001,AlpineMetal AG,2026-03-24,2523 29 00,Other Portland cement,cement,TR,SUPP-TR-002,Cimsa Cimento,INST-TR-003-CK,clinker_kiln,460.0,64400.00,0.84,386.4,country_default,0.00,CUS-AT-2026-000126,BL-VIE-2026-0126
IMP-2026-0484,ALPINE-METAL-001,AlpineMetal AG,2026-03-28,2523 29 00,Other Portland cement,cement,TR,SUPP-TR-002,Cimsa Cimento,INST-TR-003-CK,clinker_kiln,410.0,57400.00,0.86,352.6,actual,0.00,CUS-AT-2026-000128,BL-VIE-2026-0128
IMP-2026-0264,ALPINE-METAL-001,AlpineMetal AG,2026-04-02,7607,Aluminium foil <=0.2mm,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,40.0,140000.00,14.6,584.0,actual,8.50,CUS-AT-2026-000074,BL-VIE-2026-0074
IMP-2026-0347,NORD-STAHL-001,NordStahl Handel GmbH,2026-04-03,7209,Cold-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,220.0,209000.00,2.43,534.6,actual,0.00,CUS-DE-2026-000257,BL-HAM-2026-0257
IMP-2026-0272,NORD-STAHL-001,NordStahl Handel GmbH,2026-04-04,7208,Hot-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,270.0,210600.00,2.38,642.6,actual,0.00,CUS-DE-2026-000199,BL-HAM-2026-0199
IMP-2026-0351,EURO-GROUP-001,EuroSteel Group GmbH,2026-04-04,7209,Cold-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,330.0,297000.00,2.01,663.3,eu_default,0.00,CUS-DE-2026-000261,BL-HAM-2026-0261
IMP-2026-0422,EURO-GROUP-001,EuroSteel Group GmbH,2026-04-05,7210,Coated flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,360.0,324000.00,1.99,716.4,eu_default,0.00,CUS-DE-2026-000311,BL-HAM-2026-0311
IMP-2026-0352,NORD-STAHL-001,NordStahl Handel GmbH,2026-04-07,7214,Bars and rods forged,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,330.0,237600.00,0.54,178.2,actual,0.00,CUS-DE-2026-000262,BL-HAM-2026-0262
IMP-2026-0305,EURO-GROUP-001,EuroSteel Group GmbH,2026-04-09,7304,Seamless tubes and pipes,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,130.0,169000.00,2.09,271.7,actual,0.00,CUS-DE-2026-000225,BL-HAM-2026-0225
IMP-2026-0301,EURO-GROUP-001,EuroSteel Group GmbH,2026-04-13,7211,Flat rolled iron <600mm uncoated,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,260.0,202800.00,0.6,156.0,eu_default,0.00,CUS-DE-2026-000222,BL-HAM-2026-0222
IMP-2026-0488,EURO-GROUP-001,EuroSteel Group GmbH,2026-04-13,7210,Coated flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,400.0,360000.00,2.02,808.0,actual,0.00,CUS-DE-2026-000361,BL-HAM-2026-0361
IMP-2026-0309,EURO-GROUP-001,EuroSteel Group GmbH,2026-04-14,7208,Hot-rolled flat steel >=600mm,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,430.0,301000.00,0.59,253.7,eu_default,0.00,CUS-DE-2026-000228,BL-HAM-2026-0228
IMP-2026-0283,EURO-GROUP-001,EuroSteel Group GmbH,2026-04-19,7304,Seamless tubes and pipes,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,200.0,260000.00,2.13,426.0,actual,0.00,CUS-DE-2026-000209,BL-HAM-2026-0209
IMP-2026-0414,EURO-GROUP-001,EuroSteel Group GmbH,2026-04-21,7304,Seamless tubes and pipes,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,130.0,169000.00,2.17,282.1,country_default,0.00,CUS-DE-2026-000304,BL-HAM-2026-0304
IMP-2026-0370,EURO-GROUP-001,EuroSteel Group GmbH,2026-04-22,7208,Hot-rolled flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,420.0,336000.00,2.17,911.4,actual,8.50,CUS-DE-2026-000274,BL-HAM-2026-0274
IMP-2026-0291,EURO-GROUP-001,EuroSteel Group GmbH,2026-04-23,7304,Seamless tubes and pipes,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,160.0,208000.00,2.14,342.4,actual,0.00,CUS-DE-2026-000215,BL-HAM-2026-0215
IMP-2026-0451,EURO-GROUP-001,EuroSteel Group GmbH,2026-04-25,7209,Cold-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,220.0,198000.00,2.0,440.0,actual,0.00,CUS-DE-2026-000334,BL-HAM-2026-0334
IMP-2026-0314,EURO-GROUP-001,EuroSteel Group GmbH,2026-04-26,7209,Cold-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,240.0,216000.00,1.95,468.0,actual,0.00,CUS-DE-2026-000232,BL-HAM-2026-0232
IMP-2026-0300,ALPINE-METAL-001,AlpineMetal AG,2026-04-27,7606,Aluminium plates sheets strip >0.2mm,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,110.0,242000.00,12.8,1408.0,actual,8.50,CUS-AT-2026-000081,BL-VIE-2026-0081
IMP-2026-0423,NORD-STAHL-001,NordStahl Handel GmbH,2026-04-27,7228,Other bars and rods of alloy steel,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-002-EAF,eaf,190.0,171000.00,0.64,121.6,actual,8.50,CUS-DE-2026-000312,BL-HAM-2026-0312
IMP-2026-0249,NORD-STAHL-001,NordStahl Handel GmbH,2026-04-28,7213,Hot-rolled bars and rods,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,270.0,189000.00,0.59,159.3,actual,0.00,CUS-DE-2026-000182,BL-HAM-2026-0182
IMP-2026-0410,ALPINE-METAL-001,AlpineMetal AG,2026-04-28,7604 21 00,Aluminium alloy hollow profiles,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,110.0,231000.00,2.85,313.5,actual,85.00,CUS-AT-2026-000110,BL-VIE-2026-0110
IMP-2026-0318,EURO-GROUP-001,EuroSteel Group GmbH,2026-04-30,7225,Other alloy steel flat >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,280.0,308000.00,2.19,613.2,actual,0.00,CUS-DE-2026-000234,BL-HAM-2026-0234
IMP-2026-0354,EURO-GROUP-001,EuroSteel Group GmbH,2026-05-01,7208,Hot-rolled flat steel >=600mm,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,440.0,308000.00,0.58,255.2,actual,0.00,CUS-DE-2026-000263,BL-HAM-2026-0263
IMP-2026-0402,EURO-GROUP-001,EuroSteel Group GmbH,2026-05-01,7306,Other tubes pipes and hollow profiles,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,220.0,264000.00,2.34,514.8,actual,8.50,CUS-DE-2026-000298,BL-HAM-2026-0298
IMP-2026-0450,EURO-GROUP-001,EuroSteel Group GmbH,2026-05-02,7211,Flat rolled iron <600mm uncoated,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,240.0,187200.00,0.61,146.4,actual,0.00,CUS-DE-2026-000333,BL-HAM-2026-0333
IMP-2026-0290,EURO-GROUP-001,EuroSteel Group GmbH,2026-05-04,7208,Hot-rolled flat steel >=600mm,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,480.0,336000.00,0.61,292.8,actual,0.00,CUS-DE-2026-000214,BL-HAM-2026-0214
IMP-2026-0337,EURO-GROUP-001,EuroSteel Group GmbH,2026-05-04,7208,Hot-rolled flat steel >=600mm,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,420.0,294000.00,0.63,264.6,actual,0.00,CUS-DE-2026-000250,BL-HAM-2026-0250
IMP-2026-0455,NORD-STAHL-001,NordStahl Handel GmbH,2026-05-04,7208,Hot-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,330.0,257400.00,2.51,828.3,actual,0.00,CUS-DE-2026-000338,BL-HAM-2026-0338
IMP-2026-0245,NORD-STAHL-001,NordStahl Handel GmbH,2026-05-05,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,340.0,255000.00,2.0,680.0,actual,0.00,CUS-DE-2026-000178,BL-HAM-2026-0178
IMP-2026-0288,ALPINE-METAL-001,AlpineMetal AG,2026-05-06,7616 99 90,Other articles of aluminium,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,60.0,120000.00,13.06,783.6,actual,8.50,CUS-AT-2026-000078,BL-VIE-2026-0078
IMP-2026-0299,ALPINE-METAL-001,AlpineMetal AG,2026-05-06,7606,Aluminium plates sheets strip >0.2mm,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,110.0,242000.00,12.49,1373.9,actual,8.50,CUS-AT-2026-000080,BL-VIE-2026-0080
IMP-2026-0303,ALPINE-METAL-001,AlpineMetal AG,2026-05-06,7601 20 00,Unwrought aluminium alloys,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,140.0,364000.00,2.94,411.6,actual,85.00,CUS-AT-2026-000082,BL-VIE-2026-0082
IMP-2026-0460,EURO-GROUP-001,EuroSteel Group GmbH,2026-05-07,7208,Hot-rolled flat steel >=600mm,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,330.0,231000.00,0.58,191.4,eu_default,0.00,CUS-DE-2026-000341,BL-HAM-2026-0341
IMP-2026-0429,NORD-STAHL-001,NordStahl Handel GmbH,2026-05-15,7209,Cold-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,290.0,275500.00,2.34,678.6,actual,0.00,CUS-DE-2026-000318,BL-HAM-2026-0318
IMP-2026-0439,ALPINE-METAL-001,AlpineMetal AG,2026-05-20,7601 10 00,Unwrought aluminium not alloyed,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,160.0,384000.00,2.4,384.0,actual,85.00,CUS-AT-2026-000117,BL-VIE-2026-0117
IMP-2026-0374,EURO-GROUP-001,EuroSteel Group GmbH,2026-05-22,7207,Semi-finished products steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,680.0,442000.00,1.91,1298.8,actual,0.00,CUS-DE-2026-000277,BL-HAM-2026-0277
IMP-2026-0399,NORD-STAHL-001,NordStahl Handel GmbH,2026-05-22,7308,Structures and parts steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,300.0,240000.00,0.53,159.0,actual,0.00,CUS-DE-2026-000296,BL-HAM-2026-0296
IMP-2026-0355,ALPINE-METAL-001,AlpineMetal AG,2026-05-23,2523 10 00,Cement clinkers,cement,IN,SUPP-IN-001,Rajasthan Cement Ltd,INST-IN-001-CK,clinker_kiln,580.0,75400.00,0.93,539.4,eu_default,0.00,CUS-AT-2026-000094,BL-VIE-2026-0094
IMP-2026-0364,EURO-GROUP-001,EuroSteel Group GmbH,2026-05-23,7209,Cold-rolled flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,260.0,247000.00,2.23,579.8,actual,8.50,CUS-DE-2026-000268,BL-HAM-2026-0268
IMP-2026-0368,EURO-GROUP-001,EuroSteel Group GmbH,2026-05-23,7306,Other tubes pipes and hollow profiles,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,150.0,180000.00,2.25,337.5,actual,8.50,CUS-DE-2026-000272,BL-HAM-2026-0272
IMP-2026-0384,EURO-GROUP-001,EuroSteel Group GmbH,2026-05-24,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,420.0,315000.00,1.97,827.4,actual,0.00,CUS-DE-2026-000284,BL-HAM-2026-0284
IMP-2026-0409,ALPINE-METAL-001,AlpineMetal AG,2026-05-24,2523 10 00,Cement clinkers,cement,TR,SUPP-TR-002,Cimsa Cimento,INST-TR-003-CK,clinker_kiln,610.0,73200.00,0.91,555.1,actual,0.00,CUS-AT-2026-000109,BL-VIE-2026-0109
IMP-2026-0446,EURO-GROUP-001,EuroSteel Group GmbH,2026-05-24,7210,Coated flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,260.0,234000.00,2.14,556.4,actual,0.00,CUS-DE-2026-000329,BL-HAM-2026-0329
IMP-2026-0332,EURO-GROUP-001,EuroSteel Group GmbH,2026-05-25,7210,Coated flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,310.0,310000.00,2.23,691.3,actual,8.50,CUS-DE-2026-000245,BL-HAM-2026-0245
IMP-2026-0383,ALPINE-METAL-001,AlpineMetal AG,2026-05-25,7601 20 00,Unwrought aluminium alloys,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,160.0,416000.00,2.78,444.8,actual,85.00,CUS-AT-2026-000102,BL-VIE-2026-0102
IMP-2026-0483,ALPINE-METAL-001,AlpineMetal AG,2026-05-25,2523 10 00,Cement clinkers,cement,TR,SUPP-TR-002,Cimsa Cimento,INST-TR-003-CK,clinker_kiln,460.0,55200.00,0.88,404.8,actual,0.00,CUS-AT-2026-000127,BL-VIE-2026-0127
IMP-2026-0395,EURO-GROUP-001,EuroSteel Group GmbH,2026-05-29,7306,Other tubes pipes and hollow profiles,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,100.0,120000.00,2.26,226.0,actual,8.50,CUS-DE-2026-000292,BL-HAM-2026-0292
IMP-2026-0345,NORD-STAHL-001,NordStahl Handel GmbH,2026-06-01,7208,Hot-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,350.0,273000.00,2.36,826.0,actual,0.00,CUS-DE-2026-000255,BL-HAM-2026-0255
IMP-2026-0420,EURO-GROUP-001,EuroSteel Group GmbH,2026-06-02,7211,Flat rolled iron <600mm uncoated,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,270.0,210600.00,0.56,151.2,actual,0.00,CUS-DE-2026-000310,BL-HAM-2026-0310
IMP-2026-0270,EURO-GROUP-001,EuroSteel Group GmbH,2026-06-03,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,480.0,360000.00,1.91,916.8,actual,0.00,CUS-DE-2026-000197,BL-HAM-2026-0197
IMP-2026-0411,ALPINE-METAL-001,AlpineMetal AG,2026-06-03,2523 10 00,Cement clinkers,cement,IN,SUPP-IN-001,Rajasthan Cement Ltd,INST-IN-001-CK,clinker_kiln,540.0,70200.00,0.88,475.2,actual,0.00,CUS-AT-2026-000111,BL-VIE-2026-0111
